Sr. No.,Assigned To,Company Name,Website,Website Verified,Scan Completed,Screenshot Taken,Wave Score,Axe Score,LH Score,Screenshot link,Contact Person 1,Designation 1,Email ID 1,Contact Person 2,Designation 2,Email ID 2
"609","Unassigned","Electrotherm (India) Limited","https://electrotherment.com","Yes","Yes","Yes","9","9","64","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Electrotherm__India__Limited/screenshots/Electrotherm__India__Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","mkt@electrotherm.com","General Contact Email","Accessibility & Nodal Officer","mkt@electrotherm.com"
"610","Unassigned","Elgi Equipments Limited","https://Not Found","No","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Elgi_Equipments_Limited/screenshots/Elgi_Equipments_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","Not Found","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","Not Found"
"611","Unassigned","Elgi Rubber Company Limited","https://Not Found","No","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Elgi_Rubber_Company_Limited/screenshots/Elgi_Rubber_Company_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","Not Found","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","Not Found"
"612","Unassigned","Elin Electronics Limited","https://elinindia.com","Yes","No","No","","","","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Elin_Electronics_Limited/screenshots/Elin_Electronics_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","N/A","N/A","N/A","Not Found"
"613","Unassigned","Elitecon International Limited","https://Not Found","No","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Elitecon_International_Limited/screenshots/Elitecon_International_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","Not Found","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","Not Found"
"614","Unassigned","Ellenbarrie Industrial Gases Limited","https://ellenbarrie.com","Yes","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Ellenbarrie_Industrial_Gases_Limited/screenshots/Ellenbarrie_Industrial_Gases_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","info@ellenbarrie.com","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","info@ellenbarrie.com"
"615","Unassigned","Elpro International Limited","https://Not Found","No","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Elpro_International_Limited/screenshots/Elpro_International_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","Not Found","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","Not Found"
"616","Unassigned","Emami Limited","https://emamiart.com","Yes","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Emami_Limited/screenshots/Emami_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","contact@emamiart.com","General Contact Email","Accessibility & Nodal Officer","contact@emamiart.com"
"617","Unassigned","Emami Paper Mills Limited","https://emamipaper.com","Yes","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Emami_Paper_Mills_Limited/screenshots/Emami_Paper_Mills_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","info@emamipaper.com","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","info@emamipaper.com"
"618","Unassigned","Emami Realty Limited","https://emamirealty.com","Yes","No","No","","","","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Emami_Realty_Limited/screenshots/Emami_Realty_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","N/A","N/A","N/A","Not Found"
"619","Unassigned","Embassy Developments Limited","https://Not Found","No","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Embassy_Developments_Limited/screenshots/Embassy_Developments_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","Not Found","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","Not Found"
"620","Unassigned","Emcure Pharmaceuticals Limited","https://emcure.com","Yes","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Emcure_Pharmaceuticals_Limited/screenshots/Emcure_Pharmaceuticals_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","info@emcure.com","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","info@emcure.com"
"621","Unassigned","Emkay Global Financial Services Limited","https://emkayglobal.com","Yes","No","No","","","","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Emkay_Global_Financial_Services_Limited/screenshots/Emkay_Global_Financial_Services_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","N/A","N/A","N/A","Not Found"
"622","Unassigned","Emmbi Industries Limited","https://emmbi.com","Yes","Yes","Yes","16","16","36","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Emmbi_Industries_Limited/screenshots/Emmbi_Industries_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","divya21@gmail.com","General Contact Email","Accessibility & Nodal Officer","divya21@gmail.com"
"623","Unassigned","Emmvee Photovoltaic Power Limited","https://Not Found","No","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Emmvee_Photovoltaic_Power_Limited/screenshots/Emmvee_Photovoltaic_Power_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","Not Found","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","Not Found"
"624","Unassigned","Empower India Limited","https://empower.com","Yes","No","No","","","","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Empower_India_Limited/screenshots/Empower_India_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","N/A","N/A","N/A","Not Found"
"625","Unassigned","Endurance Technologies Limited","https://endurancewarranty.com","Yes","No","No","","","","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Endurance_Technologies_Limited/screenshots/Endurance_Technologies_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","N/A","N/A","N/A","Not Found"
"626","Unassigned","Energy Development Company Limited","https://Not Found","No","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Energy_Development_Company_Limited/screenshots/Energy_Development_Company_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","Not Found","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","Not Found"
"627","Unassigned","Engineers India Limited","https://engineersindia.com","Yes","No","No","","","","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Engineers_India_Limited/screenshots/Engineers_India_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","N/A","N/A","N/A","Not Found"
"628","Unassigned","Entero Healthcare Solutions Limited","https://Not Found","No","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Entero_Healthcare_Solutions_Limited/screenshots/Entero_Healthcare_Solutions_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","Not Found","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","Not Found"
"629","Unassigned","Entertainment Network (India) Limited","https://enterthenetwork.com","Yes","Yes","Yes","14","14","44","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Entertainment_Network__India__Limited/screenshots/Entertainment_Network__India__Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","paul@EnterTheNetwork.com","General Contact Email","Accessibility & Nodal Officer","paul@EnterTheNetwork.com"
"630","Unassigned","Enviro Infra Engineers Limited","https://Not Found","No","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Enviro_Infra_Engineers_Limited/screenshots/Enviro_Infra_Engineers_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","Not Found","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","Not Found"
"631","Unassigned","Epigral Limited","https://Not Found","No","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Epigral_Limited/screenshots/Epigral_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","Not Found","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","Not Found"
"632","Unassigned","Equippp Social Impact Technologies Limited","https://Not Found","No","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Equippp_Social_Impact_Technologies_Limited/screenshots/Equippp_Social_Impact_Technologies_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","Not Found","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","Not Found"
"633","Unassigned","Equitas Small Finance Bank Limited","https://equitasbank.com","Yes","Yes","Yes","26","26","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Equitas_Small_Finance_Bank_Limited/screenshots/Equitas_Small_Finance_Bank_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","customerservice@equitas.bank.in","General Contact Email","Accessibility & Nodal Officer","customerservice@equitas.bank.in"
"634","Unassigned","Eris Lifesciences Limited","https://Not Found","No","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Eris_Lifesciences_Limited/screenshots/Eris_Lifesciences_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","Not Found","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","Not Found"
"635","Unassigned","Esab India Limited","https://esab.com","Yes","Yes","Yes","4","4","84","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Esab_India_Limited/screenshots/Esab_India_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","vue@2.6.14.js","Investor Grievance / Compliance Officer Email","Accessibility & Nodal Officer","vue@2.6.14.js"
"636","Unassigned","Escorts Kubota Limited","https://escortsgroup.com","Yes","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Escorts_Kubota_Limited/screenshots/Escorts_Kubota_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","info@escortsgroup.com","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","info@escortsgroup.com"
"637","Unassigned","Essar Shipping Limited","https://Not Found","No","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Essar_Shipping_Limited/screenshots/Essar_Shipping_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","Not Found","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","Not Found"
"638","Unassigned","Ester Industries Limited","https://steerindustries.com","Yes","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Ester_Industries_Limited/screenshots/Ester_Industries_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","info@steerindustries.com","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","info@steerindustries.com"
"639","Unassigned","Ethos Limited","https://ethoslife.com","Yes","No","No","","","","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Ethos_Limited/screenshots/Ethos_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","N/A","N/A","N/A","Not Found"
"640","Unassigned","Eureka Forbes Limited","https://eurekaforbes.com","Yes","No","No","","","","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Eureka_Forbes_Limited/screenshots/Eureka_Forbes_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","N/A","N/A","N/A","Not Found"
