[2026-08-06T19:36:05.244Z] COMPANY: "20 Microns Limited" | QUERIES: ["20 Microns Limited" official website] | CANDIDATES: [https://20microns.com] | SELECTED: "https://20microns.com" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:20:51.282Z] COMPANY: "Diamond Power Infrastructure Limited" | QUERIES: ["Diamond Power Infrastructure Limited" official website] | CANDIDATES: [https://dicabs.com] | SELECTED: "https://dicabs.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:21:06.781Z] COMPANY: "Diamines & Chemicals Limited" | QUERIES: ["Diamines & Chemicals Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:21:11.462Z] COMPANY: "Prataap Snacks Limited" | QUERIES: ["Prataap Snacks Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:21:16.205Z] COMPANY: "DIC India Limited" | QUERIES: ["DIC India Limited" official website] | CANDIDATES: [https://dic.co.in] | SELECTED: "https://dic.co.in" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:21:28.488Z] COMPANY: "Diffusion Engineers Limited" | QUERIES: ["Diffusion Engineers Limited" official website] | CANDIDATES: [https://diffusionengineers.com] | SELECTED: "https://diffusionengineers.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:21:44.404Z] COMPANY: "Digidrive Distributors Limited" | QUERIES: ["Digidrive Distributors Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:21:52.371Z] COMPANY: "DiGiSPICE Technologies Limited" | QUERIES: ["DiGiSPICE Technologies Limited" official website] | CANDIDATES: [https://digispice.com] | SELECTED: "https://digispice.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:22:02.254Z] COMPANY: "Digitide Solutions Limited" | QUERIES: ["Digitide Solutions Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:22:09.128Z] COMPANY: "Digjam Limited" | QUERIES: ["Digjam Limited" official website] | CANDIDATES: [https://digjamaica.com] | SELECTED: "https://digjamaica.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:24:32.718Z] COMPANY: "Disa India Limited" | QUERIES: ["Disa India Limited" official website] | CANDIDATES: [https://disa.mil] | SELECTED: "https://disa.mil" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:26:53.589Z] COMPANY: "Dish TV India Limited" | QUERIES: ["Dish TV India Limited" official website] | CANDIDATES: [https://dishtv.in] | SELECTED: "https://dishtv.in" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:27:04.312Z] COMPANY: "Divgi Torqtransfer Systems Limited" | QUERIES: ["Divgi Torqtransfer Systems Limited" official website] | CANDIDATES: [https://divgi-tts.com] | SELECTED: "https://divgi-tts.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:27:19.276Z] COMPANY: "Divi's Laboratories Limited" | QUERIES: ["Divi's Laboratories Limited" official website] | CANDIDATES: [https://divislabs.com] | SELECTED: "https://divislabs.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:27:33.934Z] COMPANY: "Dixon Technologies (India) Limited" | QUERIES: ["Dixon Technologies (India) Limited" official website] | CANDIDATES: [https://dixonplace.org] | SELECTED: "https://dixonplace.org" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:27:49.647Z] COMPANY: "DJ Mediaprint & Logistics Limited" | QUERIES: ["DJ Mediaprint & Logistics Limited" official website] | CANDIDATES: [https://djcorp.in] | SELECTED: "https://djcorp.in" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:28:01.012Z] COMPANY: "DLF Limited" | QUERIES: ["DLF Limited" official website] | CANDIDATES: [https://dlf.in] | SELECTED: "https://dlf.in" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:28:10.868Z] COMPANY: "D-Link (India) Limited" | QUERIES: ["D-Link (India) Limited" official website] | CANDIDATES: [https://dlink.com] | SELECTED: "https://dlink.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:28:26.498Z] COMPANY: "Avenue Supermarts Limited" | QUERIES: ["Avenue Supermarts Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:28:34.239Z] COMPANY: "DMCC SPECIALITY CHEMICALS LIMITED" | QUERIES: ["DMCC SPECIALITY CHEMICALS LIMITED" official website] | CANDIDATES: [https://dmcc.com] | SELECTED: "https://dmcc.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:28:47.282Z] COMPANY: "Diligent Media Corporation Limited" | QUERIES: ["Diligent Media Corporation Limited" official website] | CANDIDATES: [https://diligent.media] | SELECTED: "https://diligent.media" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:28:52.745Z] COMPANY: "Dodla Dairy Limited" | QUERIES: ["Dodla Dairy Limited" official website] | CANDIDATES: [https://dodladairy.com] | SELECTED: "https://dodladairy.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:31:11.474Z] COMPANY: "Dolat Algotech Limited" | QUERIES: ["Dolat Algotech Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:31:15.970Z] COMPANY: "Dollar Industries Limited" | QUERIES: ["Dollar Industries Limited" official website] | CANDIDATES: [https://dollar-stationery.com] | SELECTED: "https://dollar-stationery.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:31:29.291Z] COMPANY: "Dolphin Offshore Enterprises (India) Limited" | QUERIES: ["Dolphin Offshore Enterprises (India) Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:31:36.665Z] COMPANY: "DOMS Industries Limited" | QUERIES: ["DOMS Industries Limited" official website] | CANDIDATES: [https://domsindia.com] | SELECTED: "https://domsindia.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:35:44.396Z] COMPANY: "Donear Industries Limited" | QUERIES: ["Donear Industries Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:35:49.813Z] COMPANY: "D. P. Abhushan Limited" | QUERIES: ["D. P. Abhushan Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:35:54.922Z] COMPANY: "DPSC Limited" | QUERIES: ["DPSC Limited" official website] | CANDIDATES: [https://dpschile.cl] | SELECTED: "https://dpschile.cl" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:36:15.724Z] COMPANY: "D P Wires Limited" | QUERIES: ["D P Wires Limited" official website] | CANDIDATES: [https://dpwires.com] | SELECTED: "https://dpwires.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:38:34.091Z] COMPANY: "Dr Agarwals Eye Hospital Limited" | QUERIES: ["Dr Agarwals Eye Hospital Limited" official website] | CANDIDATES: [https://dragarwal.com] | SELECTED: "https://dragarwal.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:38:43.918Z] COMPANY: "DRC Systems India Limited" | QUERIES: ["DRC Systems India Limited" official website] | CANDIDATES: [https://drcsystems.com] | SELECTED: "https://drcsystems.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:38:45.138Z] COMPANY: "Dreamfolks Services Limited" | QUERIES: ["Dreamfolks Services Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:38:53.492Z] COMPANY: "Dredging Corporation of India Limited" | QUERIES: ["Dredging Corporation of India Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:39:01.601Z] COMPANY: "Dr. Reddy's Laboratories Limited" | QUERIES: ["Dr. Reddy's Laboratories Limited" official website] | CANDIDATES: [https://drreddys.com] | SELECTED: "https://drreddys.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:39:13.753Z] COMPANY: "DCM Shriram Fine Chemicals Limited" | QUERIES: ["DCM Shriram Fine Chemicals Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:39:19.837Z] COMPANY: "Dynacons Systems & Solutions Limited" | QUERIES: ["Dynacons Systems & Solutions Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:39:24.353Z] COMPANY: "Dhunseri Tea & Industries Limited" | QUERIES: ["Dhunseri Tea & Industries Limited" official website] | CANDIDATES: [https://dhunseritea.com] | SELECTED: "https://dhunseritea.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:39:25.542Z] COMPANY: "Ducon Infratechnologies Limited" | QUERIES: ["Ducon Infratechnologies Limited" official website] | CANDIDATES: [https://duconinfra.co.in] | SELECTED: "https://duconinfra.co.in" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:39:40.364Z] COMPANY: "Dhunseri Ventures Limited" | QUERIES: ["Dhunseri Ventures Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:39:48.564Z] COMPANY: "Dwarikesh Sugar Industries Limited" | QUERIES: ["Dwarikesh Sugar Industries Limited" official website] | CANDIDATES: [https://dwarikesh.com] | SELECTED: "https://dwarikesh.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:40:03.007Z] COMPANY: "Dynamic Cables Limited" | QUERIES: ["Dynamic Cables Limited" official website] | CANDIDATES: [https://dynamiccables.co.in] | SELECTED: "https://dynamiccables.co.in" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:40:07.733Z] COMPANY: "Dynamatic Technologies Limited" | QUERIES: ["Dynamatic Technologies Limited" official website] | CANDIDATES: [https://dynamatics.com] | SELECTED: "https://dynamatics.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:40:10.678Z] COMPANY: "Dynemic Products Limited" | QUERIES: ["Dynemic Products Limited" official website] | CANDIDATES: [https://dynemic.com] | SELECTED: "https://dynemic.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:40:13.003Z] COMPANY: "E2E Networks Limited" | QUERIES: ["E2E Networks Limited" official website] | CANDIDATES: [https://e2enetworks.com] | SELECTED: "https://e2enetworks.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:40:20.723Z] COMPANY: "Easy Trip Planners Limited" | QUERIES: ["Easy Trip Planners Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:40:26.824Z] COMPANY: "Eastern Silk Industries Limited" | QUERIES: ["Eastern Silk Industries Limited" official website] | CANDIDATES: [https://easternsilk.com] | SELECTED: "https://easternsilk.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:40:41.006Z] COMPANY: "GNG Electronics Limited" | QUERIES: ["GNG Electronics Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:40:46.868Z] COMPANY: "eClerx Services Limited" | QUERIES: ["eClerx Services Limited" official website] | CANDIDATES: [https://eclerx.com] | SELECTED: "https://eclerx.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:41:20.441Z] COMPANY: "Ecos (India) Mobility & Hospitality Limited" | QUERIES: ["Ecos (India) Mobility & Hospitality Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:41:28.186Z] COMPANY: "Edelweiss Financial Services Limited" | QUERIES: ["Edelweiss Financial Services Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:41:34.495Z] COMPANY: "EFC (I) Limited" | QUERIES: ["EFC (I) Limited" official website] | CANDIDATES: [https://efc-intl.com] | SELECTED: "https://efc-intl.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:41:44.246Z] COMPANY: "Eicher Motors Limited" | QUERIES: ["Eicher Motors Limited" official website] | CANDIDATES: [https://eicher.in] | SELECTED: "https://eicher.in" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:41:44.991Z] COMPANY: "EID Parry India Limited" | QUERIES: ["EID Parry India Limited" official website] | CANDIDATES: [https://eidparry.com] | SELECTED: "https://eidparry.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:41:57.322Z] COMPANY: "Enviro Infra Engineers Limited" | QUERIES: ["Enviro Infra Engineers Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:42:04.354Z] COMPANY: "Euro India Fresh Foods Limited" | QUERIES: ["Euro India Fresh Foods Limited" official website] | CANDIDATES: [https://euroindiafreshfoods.com] | SELECTED: "https://euroindiafreshfoods.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:42:09.909Z] COMPANY: "EIH Associated Hotels Limited" | QUERIES: ["EIH Associated Hotels Limited" official website] | CANDIDATES: [https://eihassociatedhotels.in] | SELECTED: "https://eihassociatedhotels.in" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:42:10.994Z] COMPANY: "EIH Limited" | QUERIES: ["EIH Limited" official website] | CANDIDATES: [https://eihltd.com] | SELECTED: "https://eihltd.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:42:12.292Z] COMPANY: "Eimco Elecon (India) Limited" | QUERIES: ["Eimco Elecon (India) Limited" official website] | CANDIDATES: [https://eimcoelecon.in] | SELECTED: "https://eimcoelecon.in" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:42:34.923Z] COMPANY: "Everest Kanto Cylinder Limited" | QUERIES: ["Everest Kanto Cylinder Limited" official website] | CANDIDATES: [https://everestkanto.com] | SELECTED: "https://everestkanto.com" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:42:56.638Z] COMPANY: "Elantas Beck India Limited" | QUERIES: ["Elantas Beck India Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:43:02.500Z] COMPANY: "EL CID Investments Limited" | QUERIES: ["EL CID Investments Limited" official website] | CANDIDATES: [https://elcidinvestments.com] | SELECTED: "https://elcidinvestments.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:43:13.897Z] COMPANY: "Eldeco Housing And Industries Limited" | QUERIES: ["Eldeco Housing And Industries Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:43:19.191Z] COMPANY: "Elecon Engineering Company Limited" | QUERIES: ["Elecon Engineering Company Limited" official website] | CANDIDATES: [https://elecon.com] | SELECTED: "https://elecon.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:43:24.559Z] COMPANY: "Electrosteel Castings Limited" | QUERIES: ["Electrosteel Castings Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:43:29.317Z] COMPANY: "Electrotherm (India) Limited" | QUERIES: ["Electrotherm (India) Limited" official website] | CANDIDATES: [https://electrotherment.com] | SELECTED: "https://electrotherment.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:43:37.641Z] COMPANY: "Elgi Equipments Limited" | QUERIES: ["Elgi Equipments Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:43:45.826Z] COMPANY: "Elgi Rubber Company Limited" | QUERIES: ["Elgi Rubber Company Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:43:52.732Z] COMPANY: "Elin Electronics Limited" | QUERIES: ["Elin Electronics Limited" official website] | CANDIDATES: [https://elinindia.com] | SELECTED: "https://elinindia.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
